id,especie,ultima_modificacion,altura,circ_tronco_cm,diametro_tronco,long,lat,seccion,nombre_seccion,area_seccion,inclinacion_peligrosa,circ_tronco_cm_cat
38927,Acer,26/10/2010 11:40,Medio (4 - 8 mts),62.0,Grande,-68.8486239202,-32.8706546528,6,Residencial Norte,2694682.37982,0,alto
36982,Pltano,07/04/2011 16:35,Alto (> 8 mts),180.0,Grande,-68.857152896,-32.8790694541,7,Residencial Parque,1786336.08966,0,muy alto
17217,Morera,12/08/2011 10:05,Alto (> 8 mts),200.0,Grande,-68.8356439359,-32.8636931919,4,Cuarta Oeste,1173332.70145,0,muy alto
27824,Morera,02/11/2011 10:48,Alto (> 8 mts),168.0,Grande,-68.8361060223,-32.8944321894,3,Parque O'Higgins,1531146.02653,0,muy alto
48066,Morera,27/09/2011 11:04,Alto (> 8 mts),162.0,Grande,-68.8268779609,-32.8665222882,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
38217,Fresno europeo,24/08/2010 10:17,Alto (> 8 mts),147.0,Grande,-68.8465722462,-32.874068574,6,Residencial Norte,2694682.37982,0,muy alto
2706,Acer,11/10/2011 09:47,Medio (4 - 8 mts),45.0,Mediano,-68.8312052718,-32.8834242582,3,Parque O'Higgins,1531146.02653,0,medio
26679,Morera,10/11/2011 09:49,Alto (> 8 mts),70.0,Grande,-68.8324785386,-32.894189337,3,Parque O'Higgins,1531146.02653,1,alto
14728,Fresno europeo,30/11/2011 16:59,Bajo (2 - 4 mts),22.0,Mediano,-68.8773177993,-32.8689028389,8,Aeroparque,2203364.73622,0,bajo
11390,Caducifolio,26/01/2011 14:34,Medio (4 - 8 mts),76.0,Grande,-68.8502247766,-32.8997682513,2,Barrio Civico,2366816.36021,1,alto
6790,Fresno europeo,27/05/2011 10:21,Medio (4 - 8 mts),33.0,Mediano,-68.85873273,-32.8948808651,5,Residencial Sur,2423808.92355,0,medio
4093,Olmo comun,30/09/2011 12:51,Medio (4 - 8 mts),80.0,Grande,-68.8297045689,-32.8778802975,4,Cuarta Este Área Fundacional,1822015.85685,0,alto
25918,Morera,07/02/2011 14:35,Medio (4 - 8 mts),98.0,Grande,-68.8385699172,-32.9030369786,2,Barrio Civico,2366816.36021,0,alto
17531,Ailanthus,28/07/2011 09:21,Alto (> 8 mts),140.0,Grande,-68.8387644336,-32.8670580869,4,Cuarta Oeste,1173332.70145,0,muy alto
27463,Morera,27/10/2011 09:43,Alto (> 8 mts),170.0,Grande,-68.8371782696,-32.8912725329,3,Parque O'Higgins,1531146.02653,1,muy alto
27618,Morera,07/11/2011 10:34,Medio (4 - 8 mts),145.0,Grande,-68.8395816876,-32.895052462,2,Barrio Civico,2366816.36021,1,muy alto
5515,Fresno europeo,27/04/2011 13:18,Medio (4 - 8 mts),40.0,Mediano,-68.8382966023,-32.8765338738,1,Parque Central,1655357.93265,0,medio
30617,Morera,07/02/2011 12:22,Alto (> 8 mts),82.0,Grande,-68.8581528116,-32.8672412658,6,Residencial Norte,2694682.37982,0,alto
13111,Fresno europeo,18/02/2011 09:29,Medio (4 - 8 mts),70.0,Grande,-68.8454453062,-32.8659200933,4,Cuarta Oeste,1173332.70145,0,alto
37693,Fresno europeo,24/02/2012 08:22,Medio (4 - 8 mts),78.0,Grande,-68.8517347049,-32.8726995357,6,Residencial Norte,2694682.37982,0,alto
30717,Morera,07/02/2011 09:02,Alto (> 8 mts),135.0,Grande,-68.8560244487,-32.8667781584,6,Residencial Norte,2694682.37982,0,muy alto
14414,Morera,02/12/2011 09:50,Bajo (2 - 4 mts),70.0,Grande,-68.8788525499,-32.8680608294,8,Aeroparque,2203364.73622,0,alto
3126,Fresno europeo,09/09/2011 14:24,Alto (> 8 mts),140.0,Grande,-68.8300917417,-32.8719841177,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
47472,Fresno europeo,20/09/2011 10:35,Alto (> 8 mts),170.0,Grande,-68.829793866,-32.8753540541,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
6977,Fresno europeo,01/06/2011 10:29,Medio (4 - 8 mts),70.0,Grande,-68.8618899447,-32.8964428873,5,Residencial Sur,2423808.92355,0,alto
32397,Fresno europeo,23/05/2011 14:05,Alto (> 8 mts),152.0,Grande,-68.8500770708,-32.8893019676,5,Residencial Sur,2423808.92355,0,muy alto
15546,Paraiso,18/11/2011 17:01,Bajo (2 - 4 mts),28.0,Mediano,-68.8609043304,-32.8713679662,7,Residencial Parque,1786336.08966,0,bajo
977,Morera,16/01/2012 10:22,Alto (> 8 mts),168.0,Grande,-68.8361746629,-32.8682360036,4,Cuarta Oeste,1173332.70145,0,muy alto
8205,Morera,15/03/2011 08:51,Alto (> 8 mts),138.0,Grande,-68.8407783722,-32.8937218695,2,Barrio Civico,2366816.36021,0,muy alto
28420,Morera,28/02/2011 12:23,Medio (4 - 8 mts),25.0,Mediano,-68.846255475,-32.8904755538,2,Barrio Civico,2366816.36021,0,bajo
6797,Fresno europeo,26/05/2011 11:57,Muy bajo (1 - 2 mts),15.0,Chico,-68.8590311798,-32.8939512563,5,Residencial Sur,2423808.92355,0,bajo
36263,Fresno europeo,17/03/2011 11:55,Alto (> 8 mts),102.0,Grande,-68.8530905686,-32.8780661233,6,Residencial Norte,2694682.37982,0,muy alto
24449,Fresno europeo,20/01/2011 10:07,Alto (> 8 mts),190.0,Grande,-68.8455498835,-32.9027052275,2,Barrio Civico,2366816.36021,0,muy alto
41227,Morera,15/04/2011 13:09,Alto (> 8 mts),115.0,Grande,-68.8384762751,-32.8816616391,1,Parque Central,1655357.93265,0,muy alto
29084,Fresno americano,28/04/2011 09:21,Alto (> 8 mts),145.0,Grande,-68.8442210935,-32.886315257,1,Parque Central,1655357.93265,0,muy alto
6803,Fresno europeo,26/05/2011 13:21,Bajo (2 - 4 mts),22.0,Mediano,-68.860170618,-32.8946342907,5,Residencial Sur,2423808.92355,0,bajo
39555,Morera,28/10/2010 13:07,Alto (> 8 mts),160.0,Grande,-68.8495012888,-32.8688187414,6,Residencial Norte,2694682.37982,0,muy alto
5812,Paraiso,03/05/2011 11:35,Medio (4 - 8 mts),93.0,Grande,-68.8429976089,-32.8753065867,1,Parque Central,1655357.93265,0,alto
25279,Morera,08/02/2011 09:31,Alto (> 8 mts),200.0,Grande,-68.8375365801,-32.8993554068,2,Barrio Civico,2366816.36021,0,muy alto
8981,Paraiso,12/01/2011 14:15,Alto (> 8 mts),120.0,Grande,-68.8467870595,-32.8663627546,6,Residencial Norte,2694682.37982,0,muy alto
35262,Fresno americano,24/06/2011 10:24,Medio (4 - 8 mts),110.0,Grande,-68.851691119,-32.8827684241,1,Parque Central,1655357.93265,0,muy alto
17864,Fresno europeo,01/08/2011 14:00,Alto (> 8 mts),150.0,Grande,-68.8364522052,-32.8661129073,4,Cuarta Oeste,1173332.70145,0,muy alto
37770,Fresno europeo,25/01/2012 08:47,Alto (> 8 mts),120.0,Grande,-68.8491259657,-32.8725412349,6,Residencial Norte,2694682.37982,0,muy alto
20021,Fresno americano,11/08/2011 09:10,Medio (4 - 8 mts),128.0,Grande,-68.8335269931,-32.8678781289,4,Cuarta Oeste,1173332.70145,0,muy alto
45481,Morera,19/09/2011 10:22,Alto (> 8 mts),142.0,Grande,-68.8223812581,-32.872169787,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
16193,Morera,15/07/2011 11:21,Alto (> 8 mts),200.0,Grande,-68.843687646,-32.8704020507,4,Cuarta Oeste,1173332.70145,1,muy alto
22211,Fresno europeo,18/05/2011 10:18,Alto (> 8 mts),78.0,Grande,-68.8565225499,-32.8993484137,5,Residencial Sur,2423808.92355,0,alto
2448,Fresno europeo,27/10/2011 08:50,Medio (4 - 8 mts),70.0,Grande,-68.8357285868,-32.8912382185,3,Parque O'Higgins,1531146.02653,0,alto
6123,Morera,28/04/2011 11:36,Alto (> 8 mts),108.0,Grande,-68.8387013111,-32.8830155792,1,Parque Central,1655357.93265,1,muy alto
29480,Morera,16/03/2011 12:22,Alto (> 8 mts),190.0,Grande,-68.84534936,-32.8933917036,2,Barrio Civico,2366816.36021,0,muy alto
45314,Fresno europeo,09/09/2011 12:41,Medio (4 - 8 mts),108.0,Grande,-68.8232937333,-32.8716490888,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
36681,Fresno europeo,03/06/2011 15:51,Medio (4 - 8 mts),100.0,Grande,-68.8587534388,-32.8833154508,7,Residencial Parque,1786336.08966,0,muy alto
23138,Fresno europeo,21/01/2011 10:22,Alto (> 8 mts),180.0,Grande,-68.8475749835,-32.9023942853,2,Barrio Civico,2366816.36021,0,muy alto
45932,Morera,29/08/2011 12:14,Alto (> 8 mts),180.0,Grande,-68.8188484046,-32.8702385226,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
35487,Acer,08/04/2011 10:41,Medio (4 - 8 mts),45.0,Mediano,-68.856597413,-32.8812895273,7,Residencial Parque,1786336.08966,0,medio
2370,Fresno europeo,01/11/2011 16:14,Bajo (2 - 4 mts),26.0,Mediano,-68.8367145032,-32.8861701491,3,Parque O'Higgins,1531146.02653,0,bajo
43061,Paraiso,03/10/2011 10:04,Medio (4 - 8 mts),100.0,Grande,-68.8322160452,-32.8784250672,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
26477,Pltano,09/11/2011 09:44,Alto (> 8 mts),300.0,Grande,-68.8316741827,-32.8915860672,3,Parque O'Higgins,1531146.02653,0,muy alto
15088,Acacia SP,16/11/2011 13:00,Muy bajo (1 - 2 mts),1.0,Chico,-68.8589002217,-32.8689219714,6,Residencial Norte,2694682.37982,1,bajo
42431,Morera,26/09/2011 10:46,Alto (> 8 mts),115.0,Grande,-68.8335201442,-32.8762566146,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
26127,Fresno europeo,11/11/2011 11:55,Muy bajo (1 - 2 mts),4.0,Chico,-68.8303681882,-32.8862502566,3,Parque O'Higgins,1531146.02653,0,bajo
28598,Morera,22/02/2011 08:56,Alto (> 8 mts),160.0,Grande,-68.8498422835,-32.890063665,5,Residencial Sur,2423808.92355,0,muy alto
30655,Olmo bola,01/02/2011 13:07,Medio (4 - 8 mts),150.0,Grande,-68.853909728,-32.8668464457,6,Residencial Norte,2694682.37982,0,muy alto
5523,Morera,27/04/2011 12:16,Bajo (2 - 4 mts),35.0,Mediano,-68.8381329536,-32.8759117118,1,Parque Central,1655357.93265,0,medio
30691,Morera,03/02/2011 10:21,Medio (4 - 8 mts),60.0,Mediano,-68.8555911785,-32.8670319082,6,Residencial Norte,2694682.37982,0,alto
601,Morera,08/03/2012 09:21,Alto (> 8 mts),160.0,Grande,-68.8196436984,-32.8679746839,4,Cuarta Este Área Fundacional,1822015.85685,1,muy alto
31400,Fresno europeo,23/05/2011 10:43,Medio (4 - 8 mts),110.0,Grande,-68.8509786879,-32.8850478675,5,Residencial Sur,2423808.92355,0,muy alto
22378,Fresno europeo,16/06/2011 11:27,Bajo (2 - 4 mts),60.0,Mediano,-68.8588637698,-32.8981852591,5,Residencial Sur,2423808.92355,0,alto
46432,Morera,16/08/2011 13:07,Alto (> 8 mts),120.0,Grande,-68.8319784576,-32.8667766089,4,Cuarta Oeste,1173332.70145,0,muy alto
6760,Paraiso,17/05/2011 11:44,Medio (4 - 8 mts),101.0,Grande,-68.8605672089,-32.8934537597,5,Residencial Sur,2423808.92355,0,muy alto
42360,Fresno europeo,05/10/2011 11:06,Alto (> 8 mts),130.0,Grande,-68.8350010496,-32.8751694214,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
41553,Paraiso,06/05/2011 10:13,Bajo (2 - 4 mts),32.0,Mediano,-68.8402359941,-32.8797326879,1,Parque Central,1655357.93265,0,medio
13483,Fresno europeo,02/02/2011 09:03,Medio (4 - 8 mts),110.0,Grande,-68.8520931792,-32.8640915349,6,Residencial Norte,2694682.37982,0,muy alto
24492,Fresno europeo,10/01/2011 13:06,Alto (> 8 mts),180.0,Grande,-68.8466538206,-32.9025953674,2,Barrio Civico,2366816.36021,0,muy alto
46451,Morera,17/08/2011 13:35,Alto (> 8 mts),115.0,Grande,-68.832603522,-32.868186854,4,Cuarta Oeste,1173332.70145,0,muy alto
38688,Morera,15/12/2010 13:48,Alto (> 8 mts),190.0,Grande,-68.8510958126,-32.8720744438,6,Residencial Norte,2694682.37982,0,muy alto
8782,Morera,04/02/2011 12:54,Medio (4 - 8 mts),30.0,Mediano,-68.8555101265,-32.8687516128,6,Residencial Norte,2694682.37982,0,medio
40934,Fresno americano,18/04/2011 18:24,Medio (4 - 8 mts),58.0,Mediano,-68.8389277518,-32.8851208816,3,Parque O'Higgins,1531146.02653,0,medio
48020,Caducifolio,29/08/2011 07:43,Muy bajo (1 - 2 mts),8.0,Chico,-68.8273484138,-32.8696016836,4,Cuarta Este Área Fundacional,1822015.85685,0,bajo
3127,Morera,09/09/2011 14:17,Muy bajo (1 - 2 mts),3.0,Chico,-68.8304007882,-32.8719646213,4,Cuarta Este Área Fundacional,1822015.85685,0,bajo
23724,Morera,25/01/2011 12:25,Alto (> 8 mts),90.0,Grande,-68.8500251822,-32.9010234334,2,Barrio Civico,2366816.36021,0,alto
30904,Fresno europeo,17/02/2011 10:09,Medio (4 - 8 mts),43.0,Mediano,-68.8539769804,-32.8661255018,6,Residencial Norte,2694682.37982,0,medio
21080,Fresno europeo,23/06/2011 10:11,Alto (> 8 mts),140.0,Grande,-68.8628397712,-32.9003554776,5,Residencial Sur,2423808.92355,0,muy alto
47447,Morera,20/09/2011 13:39,Medio (4 - 8 mts),105.0,Grande,-68.8299142338,-32.8741600529,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
19106,Morera,27/07/2011 09:06,Alto (> 8 mts),145.0,Grande,-68.841004926,-32.8708515908,4,Cuarta Oeste,1173332.70145,0,muy alto
47295,Morera,20/09/2011 10:40,Medio (4 - 8 mts),30.0,Mediano,-68.8312122746,-32.873960362,4,Cuarta Este Área Fundacional,1822015.85685,0,medio
47694,Morera,09/09/2011 14:19,Alto (> 8 mts),160.0,Grande,-68.8302480342,-32.8719722381,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
43314,Fresno europeo,05/10/2011 13:44,Medio (4 - 8 mts),80.0,Grande,-68.8334212501,-32.8788576675,1,Parque Central,1655357.93265,0,alto
46627,Olmo bola,05/09/2011 08:33,Medio (4 - 8 mts),100.0,Grande,-68.8304592284,-32.8694161317,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
36849,Fresno europeo,28/03/2011 16:44,Medio (4 - 8 mts),36.0,Mediano,-68.8572786477,-32.8792166638,7,Residencial Parque,1786336.08966,0,medio
32484,Fresno europeo,27/05/2011 11:03,Alto (> 8 mts),115.0,Grande,-68.853473977,-32.8891378454,5,Residencial Sur,2423808.92355,0,muy alto
35046,Morera,22/03/2011 13:22,Alto (> 8 mts),100.0,Grande,-68.8537299406,-32.8805196018,6,Residencial Norte,2694682.37982,1,muy alto
6310,Acacia SP,24/06/2011 10:55,Alto (> 8 mts),125.0,Grande,-68.8576216249,-32.8898430849,5,Residencial Sur,2423808.92355,0,muy alto
42411,Fresno americano,28/09/2011 11:30,Alto (> 8 mts),120.0,Grande,-68.8328628507,-32.8752993435,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
31818,Perenne,03/01/2012 09:38,Bajo (2 - 4 mts),40.0,Mediano,-68.8590941295,-32.8893217371,5,Residencial Sur,2423808.92355,0,medio
47757,Morera,15/09/2011 14:23,Alto (> 8 mts),175.0,Grande,-68.8260723786,-32.8724745163,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
21917,Morera,07/06/2011 09:20,Alto (> 8 mts),120.0,Grande,-68.8590851824,-32.8957161619,5,Residencial Sur,2423808.92355,1,muy alto
35526,Morera,17/06/2011 09:13,Medio (4 - 8 mts),110.0,Grande,-68.8557453648,-32.8820700051,7,Residencial Parque,1786336.08966,1,muy alto
46112,Morera,05/10/2011 11:27,Medio (4 - 8 mts),150.0,Grande,-68.8251847468,-32.8744642012,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
2144,Morera,28/10/2011 10:51,Alto (> 8 mts),169.0,Grande,-68.8388178514,-32.8918580584,3,Parque O'Higgins,1531146.02653,1,muy alto
1489,Acacia SP,24/11/2011 14:29,Medio (4 - 8 mts),80.0,Grande,-68.8722001613,-32.8770494768,7,Residencial Parque,1786336.08966,0,alto
23707,Fresno europeo,24/01/2011 19:28,Bajo (2 - 4 mts),82.0,Grande,-68.8491955389,-32.9011148588,2,Barrio Civico,2366816.36021,0,alto
17318,Fresno europeo,10/08/2011 07:37,Alto (> 8 mts),116.0,Grande,-68.8342500304,-32.8652487029,4,Cuarta Oeste,1173332.70145,0,muy alto
31589,Pltano,10/06/2011 12:11,Alto (> 8 mts),158.0,Grande,-68.8603883078,-32.8889670401,5,Residencial Sur,2423808.92355,0,muy alto
12495,Morera,25/01/2011 13:28,Medio (4 - 8 mts),45.0,Mediano,-68.8490305383,-32.8677512114,6,Residencial Norte,2694682.37982,0,medio
26352,Fresno europeo,21/10/2011 10:02,Medio (4 - 8 mts),160.0,Grande,-68.8337729263,-32.8876672094,3,Parque O'Higgins,1531146.02653,0,muy alto
44188,Fresno europeo,17/10/2011 10:18,Bajo (2 - 4 mts),18.0,Chico,-68.834002777,-32.8824927933,3,Parque O'Higgins,1531146.02653,0,bajo
25464,Morera,08/02/2011 13:17,Alto (> 8 mts),170.0,Grande,-68.8406362196,-32.9005671058,2,Barrio Civico,2366816.36021,0,muy alto
33480,Fresno europeo,16/06/2011 10:04,Alto (> 8 mts),80.0,Grande,-68.8558692486,-32.8891823988,5,Residencial Sur,2423808.92355,0,alto
5652,Pltano,02/05/2011 11:42,Medio (4 - 8 mts),49.0,Mediano,-68.8396017716,-32.8762575495,1,Parque Central,1655357.93265,0,medio
8720,Olmo comun,10/02/2011 08:20,Alto (> 8 mts),142.0,Grande,-68.838387235,-32.8995237267,2,Barrio Civico,2366816.36021,0,muy alto
20990,Morera,22/06/2011 11:07,Muy bajo (1 - 2 mts),4.0,Chico,-68.8637172579,-32.9004643,5,Residencial Sur,2423808.92355,0,bajo
31972,Paraiso,02/06/2011 12:56,Bajo (2 - 4 mts),46.0,Mediano,-68.8593223297,-32.8836562105,5,Residencial Sur,2423808.92355,1,medio
16455,Morera,16/08/2011 09:51,Alto (> 8 mts),140.0,Grande,-68.8416346969,-32.8637594783,4,Cuarta Oeste,1173332.70145,0,muy alto
38027,Fresno europeo,07/12/2010 10:08,Medio (4 - 8 mts),160.0,Grande,-68.847882637,-32.8719155764,6,Residencial Norte,2694682.37982,0,muy alto
11980,Morera,14/05/2010 11:03,Bajo (2 - 4 mts),12.0,Chico,-68.8509842263,-32.868147406,6,Residencial Norte,2694682.37982,0,bajo
31824,Fresno europeo,03/01/2012 09:21,Medio (4 - 8 mts),48.0,Mediano,-68.8590291494,-32.8897278761,5,Residencial Sur,2423808.92355,0,medio
12507,Morera,26/01/2011 09:54,Alto (> 8 mts),170.0,Grande,-68.8483148535,-32.8684776112,6,Residencial Norte,2694682.37982,0,muy alto
28161,Tipa,22/02/2011 09:26,Alto (> 8 mts),236.0,Grande,-68.8478979994,-32.8920750106,2,Barrio Civico,2366816.36021,0,muy alto
46423,Morera,17/08/2011 12:42,Alto (> 8 mts),175.0,Grande,-68.8323915354,-32.8673932594,4,Cuarta Oeste,1173332.70145,0,muy alto
917,Fresno europeo,15/01/2012 19:00,Bajo (2 - 4 mts),40.0,Mediano,-68.8540739557,-32.8717295684,6,Residencial Norte,2694682.37982,0,medio
6972,Pltano,01/06/2011 11:40,Alto (> 8 mts),160.0,Grande,-68.8611019639,-32.896833434,5,Residencial Sur,2423808.92355,0,muy alto
36353,Morera,17/03/2011 13:30,Alto (> 8 mts),96.0,Grande,-68.8513841385,-32.8784931927,6,Residencial Norte,2694682.37982,0,alto
15468,Acacia SP,21/11/2011 13:32,Medio (4 - 8 mts),115.0,Grande,-68.8598279865,-32.8710123285,6,Residencial Norte,2694682.37982,0,muy alto
33639,Morera,13/05/2011 09:44,Alto (> 8 mts),198.0,Grande,-68.8560057554,-32.8864717578,5,Residencial Sur,2423808.92355,0,muy alto
12353,Morera,13/01/2011 12:27,Alto (> 8 mts),125.0,Grande,-68.8475617392,-32.8665591199,6,Residencial Norte,2694682.37982,0,muy alto
3747,Fresno americano,25/08/2011 13:11,Muy bajo (1 - 2 mts),5.0,Chico,-68.8194067566,-32.8696299922,4,Cuarta Este Área Fundacional,1822015.85685,0,bajo
9337,Fresno europeo,21/02/2011 11:02,Medio (4 - 8 mts),56.0,Mediano,-68.8469916634,-32.8660000629,6,Residencial Norte,2694682.37982,0,medio
42005,Fresno europeo,20/04/2011 13:18,Alto (> 8 mts),91.0,Grande,-68.8372491077,-32.8785964567,1,Parque Central,1655357.93265,0,alto
2927,Pltano,16/09/2011 08:16,Alto (> 8 mts),150.0,Grande,-68.8334363495,-32.8718160686,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
26578,Morera,04/11/2011 08:22,Medio (4 - 8 mts),39.0,Mediano,-68.8327817613,-32.890884234,3,Parque O'Higgins,1531146.02653,0,medio
20516,Morera,03/06/2011 11:11,Medio (4 - 8 mts),100.0,Grande,-68.8584710155,-32.898091153,5,Residencial Sur,2423808.92355,0,muy alto
45795,Fresno europeo,01/09/2011 11:22,Medio (4 - 8 mts),72.0,Grande,-68.8194520129,-32.8709761891,4,Cuarta Este Área Fundacional,1822015.85685,0,alto
39592,Pltano,25/10/2010 09:47,Alto (> 8 mts),87.0,Grande,-68.8476049324,-32.8689689573,6,Residencial Norte,2694682.37982,0,alto
9556,Morera,07/02/2011 10:00,Medio (4 - 8 mts),64.0,Grande,-68.8543122814,-32.8639531037,6,Residencial Norte,2694682.37982,0,alto
12400,Morera,21/01/2011 09:37,Alto (> 8 mts),195.0,Grande,-68.8483440312,-32.8668248985,6,Residencial Norte,2694682.37982,0,muy alto
35230,Morera,22/03/2011 13:13,Alto (> 8 mts),124.0,Grande,-68.8538609643,-32.881550537,6,Residencial Norte,2694682.37982,0,muy alto
28727,Tipa,14/03/2011 08:59,Medio (4 - 8 mts),82.0,Grande,-68.8481583366,-32.8878045304,5,Residencial Sur,2423808.92355,0,alto
41435,Morera,07/04/2011 13:56,Alto (> 8 mts),130.0,Grande,-68.8417245987,-32.8817814664,1,Parque Central,1655357.93265,1,muy alto
9467,Aguaribay,11/02/2011 12:32,Medio (4 - 8 mts),115.0,Grande,-68.8566813537,-32.8648148636,6,Residencial Norte,2694682.37982,0,muy alto
37404,Acer,29/11/2010 12:17,Muy bajo (1 - 2 mts),20.0,Chico,-68.8571202448,-32.8725282621,6,Residencial Norte,2694682.37982,0,bajo
9200,Paraiso,01/03/2011 13:15,Alto (> 8 mts),150.0,Grande,-68.8496478968,-32.8662820154,6,Residencial Norte,2694682.37982,0,muy alto
26817,Pltano,09/11/2011 12:22,Alto (> 8 mts),150.0,Grande,-68.8344469218,-32.8938347438,3,Parque O'Higgins,1531146.02653,0,muy alto
1475,Conifera,25/11/2011 11:26,Bajo (2 - 4 mts),38.0,Mediano,-68.8715879169,-32.876954565,7,Residencial Parque,1786336.08966,0,medio
46079,Paraiso,27/09/2011 10:32,Medio (4 - 8 mts),105.0,Grande,-68.8229043091,-32.874581567,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
14131,Paraiso,01/12/2011 12:58,Medio (4 - 8 mts),120.0,Grande,-68.8769031827,-32.867820841,8,Aeroparque,2203364.73622,0,muy alto
37560,Morera,16/11/2010 11:11,Alto (> 8 mts),180.0,Grande,-68.8569554595,-32.8693963058,6,Residencial Norte,2694682.37982,0,muy alto
2980,Paraiso,16/09/2011 12:57,Medio (4 - 8 mts),65.0,Grande,-68.8248455645,-32.8721049288,4,Cuarta Este Área Fundacional,1822015.85685,0,alto
9270,Fresno europeo,22/02/2011 09:36,Medio (4 - 8 mts),54.0,Mediano,-68.8473938335,-32.8645555209,4,Cuarta Oeste,1173332.70145,0,medio
17320,Morera,08/08/2011 12:15,Alto (> 8 mts),185.0,Grande,-68.8342218149,-32.8651460878,4,Cuarta Oeste,1173332.70145,0,muy alto
2643,Morera,21/10/2011 18:38,Muy bajo (1 - 2 mts),3.0,Chico,-68.8340004855,-32.8810793682,3,Parque O'Higgins,1531146.02653,0,bajo
36786,Fresno europeo,21/03/2011 16:55,Alto (> 8 mts),52.0,Mediano,-68.8577398335,-32.8807688229,7,Residencial Parque,1786336.08966,1,medio
27304,Morera,25/10/2011 09:43,Medio (4 - 8 mts),185.0,Grande,-68.8344447704,-32.8905116136,3,Parque O'Higgins,1531146.02653,1,muy alto
32644,Morera,21/06/2011 09:38,Muy bajo (1 - 2 mts),2.0,Chico,-68.8516651432,-32.8905794052,5,Residencial Sur,2423808.92355,0,bajo
23530,Fresno americano,01/02/2011 15:25,Bajo (2 - 4 mts),38.0,Mediano,-68.8515491154,-32.9024280779,2,Barrio Civico,2366816.36021,0,medio
25023,Morera,15/02/2011 09:07,Medio (4 - 8 mts),80.0,Grande,-68.8353187373,-32.897017833,2,Barrio Civico,2366816.36021,0,alto
19148,Morera,20/07/2011 10:17,Alto (> 8 mts),115.0,Grande,-68.8398842693,-32.8723464326,4,Cuarta Oeste,1173332.70145,0,muy alto
23858,Morera,28/01/2011 12:33,Alto (> 8 mts),180.0,Grande,-68.8509709368,-32.9004178837,2,Barrio Civico,2366816.36021,0,muy alto
43987,Fresno americano,17/10/2011 08:56,Alto (> 8 mts),155.0,Grande,-68.8335968287,-32.886001803,3,Parque O'Higgins,1531146.02653,0,muy alto
23200,Paraiso,18/01/2011 12:09,Alto (> 8 mts),120.0,Grande,-68.8488062263,-32.9012601919,2,Barrio Civico,2366816.36021,0,muy alto
42189,Fresno europeo,04/05/2011 11:09,Medio (4 - 8 mts),34.0,Mediano,-68.840452665,-32.8736896008,4,Cuarta Oeste,1173332.70145,0,medio
16041,Morera,15/08/2011 13:13,Alto (> 8 mts),170.0,Grande,-68.8453684904,-32.8714497444,6,Residencial Norte,2694682.37982,0,muy alto
32085,Fresno americano,07/06/2011 13:39,Medio (4 - 8 mts),37.0,Mediano,-68.8590669073,-32.8874799103,5,Residencial Sur,2423808.92355,0,medio
32461,Morera,26/05/2011 09:48,Alto (> 8 mts),175.0,Grande,-68.851733331,-32.8884796128,5,Residencial Sur,2423808.92355,1,muy alto
4890,Morera,21/07/2011 09:46,Medio (4 - 8 mts),40.0,Mediano,-68.8428465283,-32.8647193813,4,Cuarta Oeste,1173332.70145,0,medio
8924,Morera,24/01/2011 13:48,Alto (> 8 mts),120.0,Grande,-68.848820511,-32.8674734242,6,Residencial Norte,2694682.37982,0,muy alto
27545,Fresno europeo,27/10/2011 09:05,Alto (> 8 mts),150.0,Grande,-68.8357661662,-32.8919911079,3,Parque O'Higgins,1531146.02653,0,muy alto
2207,Pltano,28/10/2011 11:29,Alto (> 8 mts),210.0,Grande,-68.8390629112,-32.8929157808,2,Barrio Civico,2366816.36021,0,muy alto
4051,Fresno europeo,04/10/2011 09:45,Bajo (2 - 4 mts),25.0,Mediano,-68.8293907542,-32.8781339967,4,Cuarta Este Área Fundacional,1822015.85685,0,bajo
14534,Paraiso sombrilla,05/12/2011 13:10,Bajo (2 - 4 mts),140.0,Grande,-68.8795653845,-32.8679682228,8,Aeroparque,2203364.73622,0,muy alto
17943,Morera,03/08/2011 09:23,Alto (> 8 mts),148.0,Grande,-68.8385183948,-32.8673303546,4,Cuarta Oeste,1173332.70145,0,muy alto
38068,Fresno europeo,06/12/2010 11:09,Medio (4 - 8 mts),70.0,Grande,-68.8482748189,-32.8725832162,6,Residencial Norte,2694682.37982,0,alto
